uid,i,signo,condicion,metricas_no_recuperadas,articulo_no_identificado,tipo,pmids,motivo_y_siguiente_paso
C00421,357,"Cuarto ruido cardiaco (S4, galope auricular) (para predecir la mortalidad a 5 años tras un infarto del miocardio)",Tercer y cuarto ruidos cardiacos,vpp;vpn,False,hallazgo,9294993,Sin valor predictivo observado recuperado para esta población
C00422,358,"Cuarto ruido cardiaco (S4, galope auricular) (para detectar presiones de llenado elevadas del corazón izquierdo)",Tercer y cuarto ruidos cardiacos,vpp;vpn,False,hallazgo,7437198;19215005,Sin valor predictivo observado recuperado para esta población
C00423,359,"Cuarto ruido cardiaco (S4, galope auricular) (para detectar estenosis aórtica grave)",Tercer y cuarto ruidos cardiacos,vpp;vpn,False,hallazgo,3497570;1112012,Sin valor predictivo observado recuperado para esta población
C00424,360,Soplo funcional (para detectar ecocardiograma normal),Ecocardiograma normal,vpp;vpn,False,hallazgo,8677874;10856408,Sin valor predictivo observado recuperado para esta población
C00426,361,Soplo sistólico característico de estenosis aórtica (para detectar estenosis aórtica grave),Soplos y valvulopatías,vpp;vpn,False,hallazgo,20920693;3751938,Sin valor predictivo observado recuperado para esta población
C00427,362,Soplo sistólico característico de insuficiencia mitral (para detectar insuficiencia mitral leve o mayor),Soplos y valvulopatías,vpp;vpn,False,hallazgo,3081582;2774371,Sin valor predictivo observado recuperado para esta población
C00428,363,Soplo sistólico característico de insuficiencia mitral (para detectar insuficiencia mitral moderada a grave),Soplos y valvulopatías,vpp;vpn,False,hallazgo,20920693;3081582;2774371,Sin valor predictivo observado recuperado para esta población
C00435,364,Soplo diastólico característico de insuficiencia pulmonar (para detectar insuficiencia pulmonar),Soplos y valvulopatías,vpp;vpn,False,hallazgo,2774371,Sin valor predictivo observado recuperado para esta población
C00439,367,Primer ruido cardiaco (S1) inaudible en el ápex,Estenosis aórtica (velocidad máxima ≥2.5 m/s),sn;sp;vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00440,368,Segundo ruido cardiaco (S2) inaudible,Estenosis aórtica (velocidad máxima ≥2.5 m/s),sn;sp;vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00441,369,Segundo ruido cardiaco (S2) intenso o reforzado,Estenosis aórtica (velocidad máxima ≥2.5 m/s),sn;sp;vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00442,370,Irradiación del soplo sistólico al cuello,Estenosis aórtica (velocidad máxima ≥2.5 m/s),sn;sp;vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00443,371,Soplo mesosistólico o protosistólico (momento del soplo),Estenosis aórtica (velocidad máxima ≥2.5 m/s),sn;sp;vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00444,372,Soplo sistólico prolongado u holosistólico,Estenosis aórtica (velocidad máxima ≥2.5 m/s),sn;sp;vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00445,373,Soplo de timbre rudo o áspero,Estenosis aórtica (velocidad máxima ≥2.5 m/s),sn;sp;vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00446,374,Intensidad del soplo sin cambio en el latido que sigue a una pausa (pulso irregular),Estenosis aórtica (velocidad máxima ≥2.5 m/s),sn;sp;vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00449,375,Soplo que aumenta al pasar de cuclillas a bipedestación (detección de miocardiopatía hipertrófica),Soplos sistólicos y maniobras,vpp;vpn,False,hallazgo,2897627,Sin valor predictivo observado recuperado para esta población
C00450,376,Soplo que disminuye al pasar de bipedestación a cuclillas (detección de miocardiopatía hipertrófica),Soplos sistólicos y maniobras,vpp;vpn,False,hallazgo,2897627;6028100,Sin valor predictivo observado recuperado para esta población
C00451,377,Soplo que disminuye con la elevación pasiva de las piernas (detección de miocardiopatía hipertrófica),Soplos sistólicos y maniobras,vpp;vpn,False,hallazgo,2897627,Sin valor predictivo observado recuperado para esta población
C00452,378,Soplo que disminuye con el apretón de manos isométrico (detección de miocardiopatía hipertrófica),Soplos sistólicos y maniobras,vpp;vpn,False,hallazgo,2897627,Sin valor predictivo observado recuperado para esta población
C00454,379,Soplo que aumenta con la oclusión arterial transitoria de ambos brazos (detección de insuficiencia mitral o comunicación interventricular),Soplos sistólicos y maniobras,vpp;vpn,False,hallazgo,2897627,Sin valor predictivo observado recuperado para esta población
C00455,380,Soplo que disminuye con la inhalación de nitrito de amilo (detección de insuficiencia mitral o comunicación interventricular),Soplos sistólicos y maniobras,vpp;vpn,False,hallazgo,2897627;5064766;5906566;13523009,Sin valor predictivo observado recuperado para esta población
C00457,381,Soplo sistólico aórtico (detección de estenosis aórtica grave),Soplo de estenosis aórtica,vpp;vpn,False,hallazgo,20920693;3751938,Sin valor predictivo observado recuperado para esta población
C00459,382,Amplitud disminuida del pulso carotídeo,Características de la estenosis aórtica grave (todos los pacientes tienen soplo aórtico),vpp;vpn,False,hallazgo,20920693;4083081;3728503,Sin valor predictivo observado recuperado para esta población
C00460,383,Retraso braquiorradial,Características de la estenosis aórtica grave (todos los pacientes tienen soplo aórtico),vpp;vpn,False,hallazgo,1971044,Sin valor predictivo observado recuperado para esta población
C00461,384,Impulso apical sostenido,Características de la estenosis aórtica grave (todos los pacientes tienen soplo aórtico),vpp;vpn,False,hallazgo,4083081,Sin valor predictivo observado recuperado para esta población
C00463,385,Segundo ruido cardiaco (S2) ausente o disminuido,Características de la estenosis aórtica grave (todos los pacientes tienen soplo aórtico),vpp;vpn,False,hallazgo,20920693;1826070;3728503;3497570;6232839,Sin valor predictivo observado recuperado para esta población
C00464,386,Galope por cuarto ruido (S4),Características de la estenosis aórtica grave (todos los pacientes tienen soplo aórtico),vpp;vpn,False,hallazgo,3497570;1112012,Sin valor predictivo observado recuperado para esta población
C00465,387,Soplo de intensidad grado 3/6 o mayor,Características de la estenosis aórtica grave (todos los pacientes tienen soplo aórtico),vpp;vpn,False,hallazgo,20920693;1889444,Sin valor predictivo observado recuperado para esta población
C00467,388,Soplo de duración prolongada,Características de la estenosis aórtica grave (todos los pacientes tienen soplo aórtico),vpp;vpn,False,hallazgo,20920693;1826070;3497570,Sin valor predictivo observado recuperado para esta población
C00468,389,Soplo con pico tardío (telesistólico),Características de la estenosis aórtica grave (todos los pacientes tienen soplo aórtico),vpp;vpn,False,hallazgo,1826070;4083081;3497570,Sin valor predictivo observado recuperado para esta población
C00469,390,Soplo de máxima intensidad en el foco aórtico,Características de la estenosis aórtica grave (todos los pacientes tienen soplo aórtico),vpp;vpn,False,hallazgo,3728503;3497570,Sin valor predictivo observado recuperado para esta población
C00470,391,Irradiación del soplo al cuello,Características de la estenosis aórtica grave (todos los pacientes tienen soplo aórtico),vpp;vpn,False,hallazgo,20920693;3728503;3497570,Sin valor predictivo observado recuperado para esta población
C00471,392,Irradiación del soplo a ambos lados del cuello,Características de la estenosis aórtica grave (todos los pacientes tienen soplo aórtico),vpp;vpn,False,hallazgo,20920693,Sin valor predictivo observado recuperado para esta población
C00475,393,Soplo protodiastólico de insuficiencia aórtica (detección de insuficiencia moderada a grave),Insuficiencia aórtica,vpp;vpn,False,hallazgo,2774371;2491772;3678247;3963660,Sin valor predictivo observado recuperado para esta población
C00476,394,Soplo protodiastólico de máxima intensidad en el borde esternal derecho (detección de raíz aórtica dilatada o endocarditis),Insuficiencia aórtica,vpp;vpn,False,hallazgo,4233560,Sin valor predictivo observado recuperado para esta población
C00477,395,Soplo protodiastólico que disminuye con la inhalación de nitrito de amilo (insuficiencia aórtica frente al soplo de Graham Steell),Insuficiencia aórtica,vpp;vpn,False,hallazgo,5906566,Sin valor predictivo observado recuperado para esta población
C00478,396,Soplo diastólico de intensidad grado 3 o mayor,Características de la insuficiencia aórtica moderada a grave,vpp;vpn,False,hallazgo,8629648,Sin valor predictivo observado recuperado para esta población
C00479,397,Presión arterial diastólica mayor de 70 mm Hg,Características de la insuficiencia aórtica moderada a grave,ln;vpp;vpn,False,ordinal,5099874;14325909,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00480,398,Presión arterial diastólica de 51 a 70 mm Hg,Características de la insuficiencia aórtica moderada a grave,sp;ln;vpp;vpn,False,ordinal,5099874;14325909,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00481,399,Presión arterial diastólica de 50 mm Hg o menos,Características de la insuficiencia aórtica moderada a grave,ln;vpp;vpn,False,ordinal,5099874;14325909,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00482,400,Presión de pulso (diferencial) menor de 60 mm Hg,Características de la insuficiencia aórtica moderada a grave,ln;vpp;vpn,False,ordinal,14325909,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00483,401,Presión de pulso (diferencial) de 60 a 79 mm Hg,Características de la insuficiencia aórtica moderada a grave,sp;ln;vpp;vpn,False,ordinal,14325909,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00484,402,Presión de pulso (diferencial) de 80 mm Hg o más,Características de la insuficiencia aórtica moderada a grave,ln;vpp;vpn,False,ordinal,14325909,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00485,403,Signo de Hill: presión sistólica del pie menos la del brazo <40 mm Hg,Características de la insuficiencia aórtica moderada a grave,ln;vpp;vpn,False,ordinal,14325909,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00486,404,Signo de Hill: presión sistólica del pie menos la del brazo 40–59 mm Hg,Características de la insuficiencia aórtica moderada a grave,sp;ln;vpp;vpn,False,ordinal,14325909,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00487,405,Signo de Hill: presión sistólica del pie menos la del brazo ≥60 mm Hg,Características de la insuficiencia aórtica moderada a grave,ln;vpp;vpn,False,ordinal,14325909,Categoría ordinal: no inferir LR−/VPN de un umbral binario; Sin valor predictivo observado recuperado para esta población; Cifra no recuperada para la misma definición; revisar fuente y umbral
C00488,406,Choque de la punta amplio o sostenido,Características de la insuficiencia aórtica moderada a grave,vpp;vpn,False,hallazgo,14325909,Sin valor predictivo observado recuperado para esta población
C00489,407,Galope por tercer ruido (S3),Características de la insuficiencia aórtica moderada a grave,vpp;vpn,False,hallazgo,,Sin valor predictivo observado recuperado para esta población
